ClientNumber,MatterNumber,CompletionDate,DateProcessed,DeduplicatedFileSizeGB,NumberofFilesDeduplicated,TotalDocumentsPostFiltering,TotalGBPostFiltering,TotalGBPreExpansion,TicketNumber,CustodianID
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,0.000,0,39473,8.713,3.745,854824,1023285
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,0.067,528,38785,14.289,5.984,854824,171838
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,0.820,2457,28821,8.494,3.730,854824,776617
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,1.136,1970,62583,15.751,7.294,854824,544711
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,1.176,3364,60940,5.091,3.956,854824,68261
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,1.163,2340,9282,2.514,1.644,854824,992075
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,0.456,1424,17071,3.772,1.767,854824,768240
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,1.950,4204,43661,9.750,4.713,854824,377435
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,0.482,755,15535,6.809,3.024,854824,10416
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,2.161,5112,51257,4.362,2.192,854824,815778
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,0.430,1043,17117,8.327,2.770,854824,518663
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,4.574,7323,44422,10.403,6.551,854824,218142
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,0.979,2965,35402,6.876,3.328,854824,554037
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,1.282,2671,18148,5.929,3.383,854824,931779
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,1.555,2618,31542,8.255,4.037,854824,15582
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,1.335,3430,13563,1.964,1.396,854824,246209
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,0.929,1408,7457,1.565,1.112,854824,600795
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,2.477,6192,25235,7.791,3.036,854824,818293
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,1.109,2108,19000,5.927,3.024,854824,559656
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,0.811,2915,39526,3.037,1.414,854824,706270
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,0.691,2158,35563,10.250,4.422,854824,952112
715264,64704,2014-06-08 17:00:00.000,2014-06-04 21:41:17.213,0.884,1547,16151,4.225,2.208,854824,165289
137840,975296,2014-06-07 14:00:00.000,2014-06-05 00:38:27.017,0.000,0,146,0.066,0.066,483333,582588
137840,975296,2014-06-07 14:00:00.000,2014-06-05 00:38:27.017,0.000,0,2,0.055,0.055,483333,582588
201737,777984,2014-06-08 09:00:00.000,2014-06-07 13:44:37.897,0.000,0,3,0.001,0.001,851411,NULL
473094,159680,2014-06-08 10:00:00.000,2014-06-07 16:11:34.867,0.000,2,41,0.028,0.016,295881,260770
554489,24384,2014-06-09 17:00:00.000,2014-06-07 21:06:05.377,0.000,0,1,3.000,3.000,966140,NULL
554489,24384,2014-06-09 17:00:00.000,2014-06-07 21:06:05.377,0.057,68,1186,0.486,0.441,966140,634099
554489,24384,2014-06-09 17:00:00.000,2014-06-07 21:06:05.377,1.474,1831,2910,3.660,4.633,966140,54049
554489,24384,2014-06-09 17:00:00.000,2014-06-07 21:06:05.377,0.089,390,4213,1.522,1.003,966140,292251
468413,137152,2014-06-09 14:00:00.000,2014-06-08 22:03:38.260,0.000,0,281,0.152,0.152,1025211,9208
473094,159680,2014-06-09 12:00:00.000,2014-06-08 23:05:25.233,0.000,0,3,0.000,0.000,407197,260770
473094,159680,2014-06-10 14:00:00.000,2014-06-10 16:26:00.777,0.000,0,1,0.000,0.000,959314,260770
618842,937664,2014-06-11 16:00:00.000,2014-06-10 19:13:30.643,0.014,32,189,0.121,0.085,341300,NULL
250029,1044864,2014-06-14 13:00:00.000,2014-06-11 21:03:26.613,0.090,856,660,0.875,0.456,768449,862823
336928,456640,2014-06-14 15:30:00.000,2014-06-11 21:45:41.947,0.002,12,1375,0.413,0.234,212919,596649
336928,456640,2014-06-14 15:30:00.000,2014-06-11 21:45:41.947,0.000,0,143,0.064,0.036,212919,62974
336928,456640,2014-06-14 15:30:00.000,2014-06-11 21:45:41.947,0.135,294,556,0.144,0.162,212919,951776
417892,920832,2014-06-11 20:00:00.000,2014-06-11 21:49:21.030,0.000,0,5,0.001,0.001,705965,NULL
160319,543040,2014-06-15 08:00:00.000,2014-06-14 12:43:50.117,0.072,807,10219,2.675,1.476,25467,567082
160319,543040,2014-06-15 08:00:00.000,2014-06-14 12:43:50.117,0.007,34,1083,1.489,0.776,25467,832952
160319,543040,2014-06-15 08:00:00.000,2014-06-14 12:43:50.117,0.147,197,2351,4.969,1.953,25467,573782
160319,543040,2014-06-15 08:00:00.000,2014-06-14 12:43:50.117,0.148,773,1960,1.057,0.624,25467,131149
160319,543040,2014-06-15 08:00:00.000,2014-06-14 12:43:50.117,0.755,1114,5119,3.086,1.995,25467,209300
160319,543040,2014-06-15 08:00:00.000,2014-06-14 12:43:50.117,0.580,585,3400,4.085,2.421,25467,73417
160319,543040,2014-06-15 08:00:00.000,2014-06-14 12:43:50.117,0.153,347,1578,0.276,0.887,25467,129689
160319,543040,2014-06-15 08:00:00.000,2014-06-14 12:43:50.117,0.186,500,525,0.328,0.274,25467,940072
160319,543040,2014-06-15 08:00:00.000,2014-06-14 12:43:50.117,0.496,2530,2839,0.502,0.522,25467,339673
160319,543040,2014-06-15 08:00:00.000,2014-06-14 12:43:50.117,2.368,5469,4282,3.829,3.189,25467,425299
160319,543040,2014-06-15 08:00:00.000,2014-06-14 12:43:50.117,0.295,366,1501,1.947,1.168,25467,536246
160319,543040,2014-06-15 08:00:00.000,2014-06-14 12:43:50.117,0.295,812,831,0.785,0.574,25467,912970
160319,543040,2014-06-15 08:00:00.000,2014-06-14 12:43:50.117,1.381,2785,1703,1.221,1.262,25467,967671
160319,543040,2014-06-15 08:00:00.000,2014-06-14 12:43:50.117,0.146,1012,1140,0.205,0.190,25467,792401
160319,543040,2014-06-15 08:00:00.000,2014-06-14 12:43:50.117,0.118,806,117,0.019,0.075,25467,906552
160319,543040,2014-06-15 08:00:00.000,2014-06-14 12:43:50.117,0.366,284,1119,1.858,1.144,25467,136260
473094,159680,2014-06-15 14:00:00.000,2014-06-14 15:32:29.233,0.000,0,3,0.000,0.000,518513,260770
640974,774272,2014-06-15 13:00:00.000,2014-06-14 17:57:59.117,0.000,0,8,0.006,0.005,886591,375651
999425,724096,2014-06-15 14:30:00.000,2014-06-14 19:31:29.060,0.013,71,351,0.175,0.099,824107,668295
999425,724096,2014-06-15 14:30:00.000,2014-06-14 19:31:29.060,0.017,93,454,0.182,0.111,824107,238421
999425,724096,2014-06-15 14:30:00.000,2014-06-14 19:31:29.060,0.042,191,679,0.344,0.208,824107,509837
999425,724096,2014-06-15 14:30:00.000,2014-06-14 19:31:29.060,0.145,429,343,0.312,0.249,824107,903470
715264,64704,2014-06-16 10:00:00.000,2014-06-14 20:22:24.283,0.000,0,15,0.005,0.005,452616,567215
715264,64704,2014-06-16 15:00:00.000,2014-06-14 21:30:09.507,0.067,368,23278,5.812,2.491,636655,591287
773474,8128,2014-06-16 10:00:00.000,2014-06-15 16:36:56.447,0.000,10,6090,2.884,0.981,442377,NULL
773474,8128,2014-06-16 10:00:00.000,2014-06-15 16:36:56.447,0.016,22,4042,2.016,0.650,442377,NULL
773474,8128,2014-06-16 10:00:00.000,2014-06-15 16:36:56.447,0.006,70,1034,0.093,0.035,442377,NULL
773474,8128,2014-06-16 10:00:00.000,2014-06-15 16:36:56.447,0.167,647,12737,2.724,1.037,442377,NULL
773474,8128,2014-06-16 10:00:00.000,2014-06-15 16:36:56.447,0.825,1831,5103,1.108,0.594,442377,NULL
773474,8128,2014-06-16 10:00:00.000,2014-06-15 16:36:56.447,0.000,1,202,15.723,1.052,442377,NULL
473094,159680,2014-06-16 14:30:00.000,2014-06-15 20:14:54.433,0.000,0,4,0.004,0.004,317409,260770
440225,56960,2014-06-16 13:00:00.000,2014-06-15 23:05:19.213,0.000,0,203,0.086,0.086,623003,NULL
773474,8128,2014-06-17 09:00:00.000,2014-06-16 16:20:35.930,0.014,3,17,0.356,0.046,313996,NULL
773474,8128,2014-06-17 09:00:00.000,2014-06-16 16:20:35.930,0.001,2,6,0.001,0.002,313996,NULL
773474,8128,2014-06-17 09:00:00.000,2014-06-16 16:20:35.930,0.001,2,4,0.001,0.000,313996,NULL
773474,8128,2014-06-17 09:00:00.000,2014-06-16 16:20:35.930,0.000,0,1,0.000,0.000,313996,NULL
773474,8128,2014-06-17 09:00:00.000,2014-06-16 16:20:35.930,11.703,102,1,0.013,0.830,313996,NULL
66752,205440,2014-06-18 09:00:00.000,2014-06-16 18:25:45.313,0.003,14,14763,3.667,1.265,4989,267225
66752,205440,2014-06-18 09:00:00.000,2014-06-16 18:25:45.313,0.039,107,7611,2.476,0.995,4989,484388
66752,205440,2014-06-18 09:00:00.000,2014-06-16 18:25:45.313,0.000,0,60,0.028,0.016,4989,909596
66752,205440,2014-06-18 09:00:00.000,2014-06-16 18:25:45.313,0.000,0,1185,0.211,0.132,4989,716663
66752,205440,2014-06-18 09:00:00.000,2014-06-16 18:25:45.313,0.186,395,2681,1.087,0.752,4989,752069
66752,205440,2014-06-18 09:00:00.000,2014-06-16 18:25:45.313,0.000,0,662,0.182,0.108,4989,609987
640974,774272,2014-06-17 17:00:00.000,2014-06-16 19:34:55.050,0.003,4,100,0.035,0.021,373067,797442
871345,159680,2014-06-17 14:00:00.000,2014-06-16 19:35:53.863,0.125,2824,12382,3.734,3.440,866113,39671
773474,8128,2014-06-18 11:30:00.000,2014-06-17 16:47:08.597,0.043,195,1392,0.214,0.157,244686,NULL
773474,8128,2014-06-18 11:30:00.000,2014-06-17 16:47:08.597,0.667,2351,2750,1.115,0.727,244686,NULL
773474,8128,2014-06-18 11:30:00.000,2014-06-17 16:47:08.597,0.000,2,21,0.002,0.001,244686,NULL
773474,8128,2014-06-18 11:30:00.000,2014-06-17 16:47:08.597,0.000,0,1,0.000,0.000,244686,NULL
773474,8128,2014-06-18 11:30:00.000,2014-06-17 16:47:08.597,4.607,10184,17577,7.834,9.213,244686,NULL
842206,356992,2014-06-18 11:00:00.000,2014-06-17 17:09:06.697,0.000,0,583,0.055,0.034,428725,250669
402481,124032,2014-06-17 17:00:00.000,2014-06-17 18:24:34.990,0.000,0,8,0.003,0.003,796803,518645
830447,356992,2014-06-17 16:00:00.000,2014-06-17 19:22:12.190,0.000,0,75,0.038,0.032,178789,NULL
811859,176640,2014-06-23 10:00:00.000,2014-06-18 19:55:28.197,2.557,4098,5170,2.964,2.142,349176,915467
811859,176640,2014-06-23 10:00:00.000,2014-06-18 19:55:28.197,1.687,5703,5818,1.217,1.390,349176,360450
811859,176640,2014-06-23 10:00:00.000,2014-06-18 19:55:28.197,24.952,35143,11809,8.236,15.420,349176,241152
811859,176640,2014-06-23 10:00:00.000,2014-06-18 19:55:28.197,1.262,5093,2907,0.448,0.880,349176,436937
811859,176640,2014-06-23 10:00:00.000,2014-06-18 19:55:28.197,2.302,6846,3935,0.651,1.303,349176,549465
811859,176640,2014-06-23 10:00:00.000,2014-06-18 19:55:28.197,5.434,14643,1828,0.584,2.548,349176,343758
811859,176640,2014-06-23 10:00:00.000,2014-06-18 19:55:28.197,3.913,4104,1216,0.684,1.736,349176,146327
811859,176640,2014-06-23 10:00:00.000,2014-06-18 19:55:28.197,3.939,5393,2142,1.720,2.286,349176,233375
811859,176640,2014-06-23 10:00:00.000,2014-06-18 19:55:28.197,68.116,80270,6103,6.363,38.773,349176,582219
811859,176640,2014-06-23 10:00:00.000,2014-06-18 19:55:28.197,71.139,80265,5481,1.496,35.790,349176,794128
811859,176640,2014-06-23 10:00:00.000,2014-06-18 19:55:28.197,12.474,10594,250,0.238,6.629,349176,582219
796286,159680,2014-06-21 14:00:00.000,2014-06-19 00:07:53.723,0.012,552,70691,1.800,1.000,467318,476819
796286,159680,2014-06-21 14:00:00.000,2014-06-19 00:07:53.723,0.016,94,42597,9.929,5.942,467318,356003
417892,920832,2014-06-22 10:30:00.000,2014-06-21 18:59:40.380,0.000,0,75,0.034,0.034,342350,NULL
201737,777984,2014-06-22 15:00:00.000,2014-06-21 20:25:45.367,0.000,0,241,0.101,0.101,772912,NULL
201737,777984,2014-06-22 15:00:00.000,2014-06-21 20:27:59.870,0.000,0,4047,0.786,0.786,217382,NULL
554489,24384,2014-06-22 16:00:00.000,2014-06-21 21:21:30.813,1.577,260,1037,13.674,13.773,710428,203908
66752,205440,2014-06-23 09:00:00.000,2014-06-22 15:37:27.590,0.770,2901,2348,0.274,0.609,151485,366625
66752,205440,2014-06-23 09:00:00.000,2014-06-22 15:37:27.590,0.000,0,4170,1.022,0.608,151485,366625
773474,8128,2014-06-23 11:00:00.000,2014-06-22 18:41:46.897,0.024,245,36628,6.521,3.499,644531,NULL
250029,1044864,2014-06-28 09:00:00.000,2014-06-23 16:36:49.050,0.098,343,20965,4.233,2.069,210556,667596
250029,1044864,2014-06-28 09:00:00.000,2014-06-23 16:36:49.050,7.956,9169,13302,7.987,4.706,210556,733339
250029,1044864,2014-06-28 09:00:00.000,2014-06-23 16:36:49.050,1.482,1999,13673,3.347,2.226,210556,503536
773474,8128,2014-06-28 08:00:00.000,2014-06-23 21:46:00.337,0.920,1318,6495,2.102,1.107,144659,NULL
773474,8128,2014-06-28 08:00:00.000,2014-06-23 21:46:00.337,0.045,49,1192,0.849,0.323,144659,NULL
773474,8128,2014-06-28 08:00:00.000,2014-06-23 21:46:00.337,0.023,113,242,0.026,0.010,144659,NULL
773474,8128,2014-06-28 08:00:00.000,2014-06-23 21:46:00.337,0.003,43,195,0.039,0.023,144659,NULL
773474,8128,2014-06-28 08:00:00.000,2014-06-23 21:46:00.337,0.003,41,3,0.000,0.002,144659,NULL
773474,8128,2014-06-28 08:00:00.000,2014-06-23 21:46:00.337,1.197,2171,6670,2.283,1.188,144659,NULL
773474,8128,2014-06-29 08:00:00.000,2014-06-24 16:37:05.237,0.000,0,0,0.000,0.000,19691,NULL
773474,8128,2014-06-29 08:00:00.000,2014-06-24 16:37:05.237,0.300,410,709,0.594,0.323,19691,NULL
773474,8128,2014-06-29 08:00:00.000,2014-06-24 16:37:05.237,0.697,39,5143,21.631,20.873,19691,NULL
773474,8128,2014-06-29 08:00:00.000,2014-06-24 16:37:05.237,0.000,0,309,11.764,11.735,19691,NULL
233312,159680,2014-06-30 09:00:00.000,2014-06-28 19:36:51.463,0.101,136,2665,4.749,4.850,325285,977533
773474,8128,2014-06-29 16:00:00.000,2014-06-28 21:03:53.087,0.011,130,302,0.089,0.038,877402,NULL
773474,8128,2014-06-29 16:00:00.000,2014-06-28 21:03:53.087,0.113,188,2004,0.551,0.197,877402,NULL
773474,8128,2014-06-29 16:00:00.000,2014-06-28 21:03:53.087,0.278,1239,4975,1.159,0.460,877402,NULL
468079,999680,2014-06-29 17:00:00.000,2014-06-28 22:11:20.047,0.010,10,1297,0.546,0.322,321872,NULL
289194,717824,2014-06-30 09:00:00.000,2014-06-29 17:56:39.353,0.093,187,64,0.037,0.069,196904,296717
160319,543040,2014-07-01 10:00:00.000,2014-06-29 23:38:21.883,0.000,0,84,0.032,0.018,134420,NULL
468413,137152,2014-06-30 16:00:00.000,2014-06-30 17:58:48.267,0.000,0,54,0.029,0.015,627466,9208
201737,777984,2014-07-05 12:00:00.000,2014-06-30 17:59:56.610,0.000,0,2259,0.387,0.180,71936,NULL
201737,777984,2014-07-05 12:00:00.000,2014-06-30 17:59:56.610,0.000,0,2182,0.441,0.208,71936,NULL
201737,777984,2014-07-05 12:00:00.000,2014-06-30 17:59:56.610,0.000,0,1826,0.230,0.140,71936,NULL
201737,777984,2014-07-05 12:00:00.000,2014-06-30 17:59:56.610,0.000,0,2439,0.360,0.240,71936,NULL
201737,777984,2014-07-05 12:00:00.000,2014-06-30 17:59:56.610,0.000,0,67,0.023,0.015,71936,NULL
417892,920832,2014-07-01 09:00:00.000,2014-06-30 18:02:41.203,0.000,0,21,0.004,0.002,564982,NULL
773474,8128,2014-07-01 11:00:00.000,2014-06-30 20:18:10.887,3.253,378,1395,7.840,1.866,686537,NULL
773474,8128,2014-07-01 11:00:00.000,2014-06-30 20:18:10.887,3.064,7485,4987,2.146,2.780,686537,NULL
773474,8128,2014-07-01 11:00:00.000,2014-06-30 20:18:10.887,0.238,355,2,0.000,0.212,686537,NULL
773474,8128,2014-07-01 11:00:00.000,2014-06-30 20:18:10.887,0.238,359,26,0.041,0.232,686537,NULL
773474,8128,2014-07-01 11:00:00.000,2014-06-30 20:18:10.887,2.637,1385,6032,12.130,7.704,686537,NULL
773474,8128,2014-07-01 11:00:00.000,2014-06-30 20:18:10.887,0.006,63,765,0.245,0.114,686537,NULL
773474,8128,2014-07-01 11:00:00.000,2014-06-30 20:18:10.887,0.006,51,20,0.007,0.004,686537,NULL
773474,8128,2014-07-01 11:00:00.000,2014-06-30 20:18:10.887,0.006,58,1,0.000,0.002,686537,NULL
773474,8128,2014-07-01 11:00:00.000,2014-06-30 20:18:10.887,0.205,569,55,0.005,0.099,686537,NULL
773474,8128,2014-07-01 11:00:00.000,2014-06-30 20:18:10.887,0.216,613,11,0.002,0.101,686537,NULL
773474,8128,2014-07-01 11:00:00.000,2014-06-30 20:18:10.887,0.080,242,715,0.291,0.143,686537,NULL
773474,8128,2014-07-01 11:00:00.000,2014-06-30 20:18:10.887,0.008,77,0,0.000,0.002,686537,NULL
773474,8128,2014-07-01 11:00:00.000,2014-06-30 20:18:10.887,0.045,435,46,0.003,0.017,686537,NULL
773474,8128,2014-07-05 15:00:00.000,2014-07-01 20:35:33.360,2.880,2949,2266,4.821,7.451,65110,NULL
773474,8128,2014-07-05 15:00:00.000,2014-07-01 20:35:33.360,0.239,468,12,0.013,0.250,65110,NULL
773474,8128,2014-07-05 15:00:00.000,2014-07-01 20:35:33.360,1.460,3597,117718,21.239,6.756,65110,NULL
773474,8128,2014-07-05 15:00:00.000,2014-07-01 20:35:33.360,8.185,6540,941,3.619,11.568,65110,NULL
66752,205440,2014-07-06 09:00:00.000,2014-07-05 16:13:06.837,0.000,0,475,0.155,0.090,742195,418552
507236,795072,2014-07-06 12:00:00.000,2014-07-05 17:23:41.930,0.000,0,114,0.038,0.020,61697,774
417892,920832,2014-07-06 09:00:00.000,2014-07-05 21:05:00.897,0.000,0,4,0.001,0.000,922821,NULL
773474,8128,2014-07-07 09:00:00.000,2014-07-06 15:51:37.390,0.279,739,1727,0.466,0.710,304807,NULL
773474,8128,2014-07-07 09:00:00.000,2014-07-06 15:51:37.390,0.749,1668,492,0.261,0.732,304807,NULL
160319,543040,2014-07-08 12:00:00.000,2014-07-06 15:54:19.610,0.000,0,18,0.004,0.002,797853,536246
715264,64704,2014-07-14 10:00:00.000,2014-07-06 18:15:46.447,0.000,0,0,0.000,7.223,242323,354108
715264,64704,2014-07-14 10:00:00.000,2014-07-06 18:15:46.447,0.000,0,0,0.000,9.176,242323,478355
715264,64704,2014-07-14 10:00:00.000,2014-07-06 18:15:46.447,0.000,0,0,0.000,11.540,242323,906895
715264,64704,2014-07-14 10:00:00.000,2014-07-06 18:15:46.447,5.560,11995,43673,10.824,7.246,242323,354108
715264,64704,2014-07-14 10:00:00.000,2014-07-06 18:15:46.447,5.426,10731,57539,21.946,11.543,242323,906895
715264,64704,2014-07-14 10:00:00.000,2014-07-06 18:15:46.447,7.569,20350,60046,17.674,9.193,242323,478355
773474,8128,2014-07-08 09:00:00.000,2014-07-06 20:32:33.090,0.016,169,2200,1.526,1.205,610401,NULL
773474,8128,2014-07-08 09:00:00.000,2014-07-06 20:32:33.090,16.470,76829,104423,20.137,11.852,610401,NULL
773474,8128,2014-07-08 09:00:00.000,2014-07-06 20:32:33.090,0.456,765,18,0.002,0.430,610401,NULL
773474,8128,2014-07-08 09:00:00.000,2014-07-06 20:32:33.090,15.634,47993,202245,48.002,21.505,610401,NULL
226156,515520,2014-07-07 15:00:00.000,2014-07-06 22:01:38.340,0.000,0,50,0.013,0.007,54871,NULL
417892,920832,2014-07-08 12:00:00.000,2014-07-07 21:57:58.623,0.000,0,51,17.919,17.919,360465,NULL
744541,159680,2014-07-08 10:00:00.000,2014-07-07 23:22:47.893,0.000,0,10,0.020,0.010,666059,257087
744541,159680,2014-07-08 10:00:00.000,2014-07-07 23:22:47.893,0.000,0,35,0.528,0.528,666059,345104
744541,159680,2014-07-08 10:00:00.000,2014-07-07 23:22:47.893,0.000,0,5,0.000,0.000,666059,396404
744541,159680,2014-07-08 10:00:00.000,2014-07-07 23:22:47.893,0.000,0,1,0.000,0.000,666059,186306
744541,159680,2014-07-08 10:00:00.000,2014-07-07 23:22:47.893,0.000,0,22,0.004,0.003,666059,293936
744541,159680,2014-07-08 10:00:00.000,2014-07-07 23:22:47.893,0.000,0,21,0.008,0.008,666059,930447
66752,205440,2014-07-08 17:00:00.000,2014-07-08 00:15:16.820,0.000,0,189,0.053,0.053,357052,867350
66752,205440,2014-07-08 17:00:00.000,2014-07-08 00:15:16.820,0.000,0,1,0.000,0.000,357052,654755
66752,205440,2014-07-08 17:00:00.000,2014-07-08 00:15:16.820,0.000,0,205,0.162,0.158,357052,267225
66752,205440,2014-07-08 17:00:00.000,2014-07-08 00:15:16.820,0.000,0,2957,1.186,0.740,357052,94909
66752,205440,2014-07-08 17:00:00.000,2014-07-08 00:15:16.820,0.000,0,60,0.004,0.004,357052,484388
66752,205440,2014-07-08 17:00:00.000,2014-07-08 00:15:16.820,0.000,0,43,0.005,0.005,357052,195850
66752,205440,2014-07-08 17:00:00.000,2014-07-08 00:15:16.820,0.000,0,1,0.000,0.000,357052,909596
66752,205440,2014-07-08 17:00:00.000,2014-07-08 00:15:16.820,0.000,0,37,0.016,0.016,357052,752069
66752,205440,2014-07-08 17:00:00.000,2014-07-08 00:15:16.820,0.000,0,76,0.017,0.017,357052,562076
66752,205440,2014-07-08 17:00:00.000,2014-07-08 00:15:16.820,0.000,0,874,0.592,0.563,357052,609987
66752,205440,2014-07-08 17:00:00.000,2014-07-08 00:15:16.820,0.000,0,63,0.007,0.007,357052,366625
948819,903168,2014-07-13 14:00:00.000,2014-07-08 00:41:29.290,0.012,34,2,0.002,0.011,541091,971165
948819,903168,2014-07-13 14:00:00.000,2014-07-08 00:41:29.290,0.000,0,53741,2.347,1.153,541091,971165
201737,1026048,2014-07-09 12:00:00.000,2014-07-08 16:44:32.423,0.000,0,17,0.010,0.010,600162,195245
744541,159680,2014-07-08 15:30:00.000,2014-07-08 17:24:05.050,0.008,5,102,0.126,0.065,784201,345104
86423,678336,2014-07-12 17:00:00.000,2014-07-08 18:28:46.720,0.067,595,5727,9.194,10.092,228671,206888
86423,678336,2014-07-12 17:00:00.000,2014-07-08 18:28:46.720,0.799,2690,8129,6.159,6.649,228671,107990
755120,859392,2014-07-12 17:00:00.000,2014-07-08 21:37:50.677,0.292,119,1515,0.554,0.828,593336,NULL
988835,221696,2014-07-09 16:00:00.000,2014-07-08 22:22:26.213,0.019,58,1495,0.463,0.229,961414,503566
871345,159680,2014-07-09 15:00:00.000,2014-07-08 22:33:23.553,0.000,0,7,0.000,0.000,405884,251538
871345,159680,2014-07-09 15:00:00.000,2014-07-08 22:33:23.553,0.874,92,1594,4.022,4.897,405884,558879
201737,777984,2014-07-12 15:00:00.000,2014-07-09 20:57:56.983,0.000,0,29,0.019,0.018,402471,NULL
201737,777984,2014-07-12 15:00:00.000,2014-07-09 20:57:56.983,0.000,0,9,0.024,0.014,402471,NULL
27068,127104,2014-07-12 13:00:00.000,2014-07-09 22:20:28.963,0.000,0,1194,3.709,3.585,524026,825913
744541,159680,2014-07-12 11:00:00.000,2014-07-09 22:23:37.197,0.964,2014,756,1.519,2.404,1017072,345104
83597,445888,2014-07-12 16:30:00.000,2014-07-09 23:30:36.210,0.000,0,2729,0.494,0.260,892104,838305
83597,445888,2014-07-12 16:30:00.000,2014-07-09 23:30:36.210,0.046,409,2317,0.436,0.260,892104,838305
86423,678336,2014-07-13 17:00:00.000,2014-07-09 23:56:45.327,0.068,252,1578,0.593,0.368,829620,169923
86423,678336,2014-07-13 17:00:00.000,2014-07-09 23:56:45.327,0.151,737,1399,0.846,0.540,829620,329296
86423,678336,2014-07-13 17:00:00.000,2014-07-09 23:56:45.327,0.188,399,3082,1.762,1.058,829620,824176
86423,678336,2014-07-13 17:00:00.000,2014-07-09 23:56:45.327,0.003,29,3,0.000,0.002,829620,97540
744541,159680,2014-07-12 11:00:00.000,2014-07-10 00:39:13.910,34.871,8132,3008,39.415,43.962,1013659,719532
744541,159680,2014-07-12 11:00:00.000,2014-07-10 00:39:13.910,0.000,0,10,0.016,0.016,1013659,719532
744541,159680,2014-07-12 11:00:00.000,2014-07-10 00:39:13.910,5.026,4172,4148,7.854,12.582,1013659,719532
598825,653952,2014-07-13 10:00:00.000,2014-07-10 00:54:44.630,0.155,278,0,0.000,0.088,458129,657499
598825,653952,2014-07-13 10:00:00.000,2014-07-10 00:54:44.630,0.011,52,0,0.000,0.007,458129,597057
598825,653952,2014-07-13 10:00:00.000,2014-07-10 00:54:44.630,0.141,128,0,0.000,0.080,458129,374025
598825,653952,2014-07-13 10:00:00.000,2014-07-10 00:54:44.630,0.048,65,0,0.000,0.024,458129,164741
598825,653952,2014-07-13 10:00:00.000,2014-07-10 00:54:44.630,0.135,209,0,0.000,0.068,458129,919168
598825,653952,2014-07-13 10:00:00.000,2014-07-10 00:54:44.630,0.136,128,1066,0.706,0.456,458129,859942
598825,653952,2014-07-13 10:00:00.000,2014-07-10 00:54:44.630,0.000,1,0,0.000,0.000,458129,132791
715264,64704,2014-07-13 12:00:00.000,2014-07-11 07:01:38.960,1.793,2973,30001,11.800,6.008,86638,756410
715264,64704,2014-07-13 12:00:00.000,2014-07-11 07:01:38.960,0.550,1485,26034,6.893,3.215,86638,182190
314172,653952,2014-07-13 14:00:00.000,2014-07-12 19:05:39.980,0.000,0,88,0.069,0.047,392232,669153
773474,8128,2014-07-14 09:00:00.000,2014-07-12 19:38:48.377,10.011,22669,2214,1.231,9.210,329748,NULL
773474,8128,2014-07-14 09:00:00.000,2014-07-12 19:38:48.377,0.057,153,25,0.011,0.066,329748,NULL
773474,8128,2014-07-14 09:00:00.000,2014-07-12 19:38:48.377,7.572,4952,24,0.020,7.341,329748,NULL
773474,8128,2014-07-14 09:00:00.000,2014-07-12 19:38:48.377,0.010,30,0,0.000,0.010,329748,NULL
773474,8128,2014-07-14 09:00:00.000,2014-07-12 19:38:48.377,0.051,58,23,0.004,0.053,329748,NULL
773474,8128,2014-07-14 09:00:00.000,2014-07-12 19:38:48.377,11.781,7335,201,0.160,11.681,329748,NULL
773474,8128,2014-07-14 09:00:00.000,2014-07-12 19:38:48.377,13.379,6041,559,2.926,15.397,329748,NULL
773474,8128,2014-07-14 09:00:00.000,2014-07-12 19:38:48.377,4.982,12144,0,0.000,3.003,329748,NULL
160319,543040,2014-07-14 12:00:00.000,2014-07-13 01:22:22.843,0.000,0,23,0.055,0.028,510374,536246
201737,777984,2014-07-14 10:00:00.000,2014-07-13 13:00:30.680,0.000,0,21,0.036,0.036,1003420,NULL
